LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,P stuck,P diffusive,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID4784,4784,67,73.87496948242188,24.42997847817314,2.386476046711001,0.0,0.0,0,0.25,1,,533.7377049180328,553.0,53.0,1010.0,32558.0,239.71537995710275,,,0.365645119372236,1.1922954989602363
ID4785,4785,0,69.76553344726562,26.565246519967193,2.826090055315659,0.0,0.0,0,0.25,1,,567.655737704918,618.0,73.0,956.0,34627.0,222.3242290924002,,,0.3334107865914408,1.2768618596942336
ID4786,4786,1,158.926513671875,37.995210743688304,3.7681200737542118,0.0,0.0,0,0.25,1,,2364.754098360656,2456.0,871.0,3900.0,144250.0,776.7961048593062,,,0.15821136180345938,0.8316848512301994
ID4787,4787,2,308.9921875,38.68603275720991,3.7681200737542118,0.0,0.0,0,0.25,1,,3538.4754098360654,3415.0,1549.0,6269.0,215847.0,1216.674999148052,,,0.1968418481831881,0.9566482060580068
ID4788,4788,3,470.79052734375,38.372022751063724,4.082130079900396,0.0,0.0,0,0.25,1,,3774.065573770492,2865.0,722.0,9812.0,230218.0,2336.2592597915473,,,0.14504856761428056,0.4092681404488961
ID4789,4789,4,466.2828369140625,18.275382357707926,4.270536083588107,0.0,0.0,0,0.25,1,,1656.0,995.0,183.0,6885.0,101016.0,1572.2160898977384,,,0.8903312632756635,0.9921830379341167
ID4790,4790,5,169.53759765625,38.87443876089762,4.270536083588107,0.0,0.0,0,0.25,1,,2915.2295081967213,2914.0,1427.0,4999.0,177829.0,797.7224119003348,,,0.10975605431970804,0.7228562097586596
