LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,P stuck,P diffusive,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID2671,2671,37,470.578125,19.908234389668085,62.23678321817373,0.0,220.0,11,0.25,1,,10112.918032786885,10007.0,7963.0,13770.0,616888.0,1301.95938614436,,,0.10122511222329653,1.4279769803669917
ID2672,2672,38,178.8212890625,21.666690424086717,62.299585219402964,0.0,220.0,11,0.25,1,,6952.770491803279,7163.0,4175.0,9032.0,424119.0,1303.4936183636476,,,0.036702454027030956,0.37767649488932636
ID2673,2673,39,359.37109375,18.652194365083346,62.55079322431992,0.0,220.0,11,0.25,1,,8829.16393442623,8820.0,6485.0,11551.0,538579.0,1148.4248223882987,,,0.09370087196627791,1.3173224081502244
ID2674,2674,41,564.49609375,21.22707641548206,62.55079322431992,0.0,220.0,11,0.25,1,,11052.04918032787,10915.0,8284.0,14683.0,674175.0,1463.9195837002055,,,0.11204346224254157,1.5213191884665875
ID2675,2675,40,224.794921875,20.41065039950198,63.11601123538305,0.0,220.0,11,0.25,1,,8433.032786885246,8317.0,6386.0,10126.0,514415.0,960.5667592141131,,,0.04894480395723015,0.8192947807018262
ID2676,2676,43,157.8017578125,21.164274414252823,63.24161523784152,0.0,220.0,11,0.25,1,,7102.0,7317.0,3833.0,8943.0,433222.0,1345.6282547568626,,,0.04649373461071867,0.4689681685495239
ID2677,2677,42,262.5068359375,18.966204371229534,63.30441723907076,0.0,220.0,11,0.25,1,,6851.213114754099,7159.0,3998.0,8947.0,417924.0,1316.170456472794,,,0.07943561114954162,0.7661324086616655
ID2678,2678,60,146.73828125,20.536254401960452,63.49282324275847,0.0,220.0,11,0.25,1,,7078.819672131148,7180.0,3952.0,9043.0,431808.0,1085.4983726104297,,,0.041713473201696834,0.5222635771225584
ID2679,2679,44,266.97265625,19.5942243835219,63.61842724521694,0.0,220.0,11,0.25,1,,6693.918032786885,6906.0,4375.0,9462.0,408329.0,1053.2945345451726,,,0.09168373795101419,1.0674708523865855
ID2680,2680,45,297.47705078125,20.033838392126558,63.61842724521694,0.0,220.0,11,0.25,1,,6926.016393442623,7235.0,3680.0,9447.0,422487.0,1431.6845263744767,,,0.08751472956127322,0.7785960334889145
ID2681,2681,46,142.65185546875,37.429992732625166,76.05322348860584,0.0,220.0,11,0.25,1,,4123.754098360656,4071.0,3166.0,5459.0,251549.0,482.14118456933704,,,0.0798414441826954,1.2647856151699397
ID2682,2682,67,104.756591796875,36.864774721562036,76.30443149352278,0.0,220.0,11,0.25,1,,4157.262295081967,4138.0,3274.0,4894.0,253593.0,411.7193988482667,,,0.06282054153322429,1.1936522701061352
ID2816,2816,64,292.19140625,9.859914192990187,58.657069148107226,0.0,240.0,12,0.25,1,,3379.3606557377047,3389.0,2002.0,4869.0,206141.0,674.0741065290197,,,0.2595702358304746,2.066281068116731
ID2817,2817,31,144.3349609375,19.091808373688007,61.73436720833983,0.0,240.0,12,0.25,1,,5807.672131147541,5933.0,3613.0,7938.0,354268.0,1223.7289422268786,,,0.053969478122801125,0.4860344340573285
ID2818,2818,36,137.60498046875,19.5942243835219,61.85997121079831,0.0,240.0,12,0.25,1,,6915.852459016393,7079.0,4200.0,8861.0,421867.0,1129.9447454937133,,,0.025458069757414006,0.3038967624699617
ID2819,2819,32,228.625,21.101472413023586,61.85997121079831,0.0,240.0,12,0.25,1,,7537.180327868852,7616.0,4456.0,9770.0,459768.0,1279.5092224260145,,,0.06555914095429582,0.7248550621630161
ID2820,2820,34,126.4267578125,18.4009863601664,61.92277321202754,0.0,240.0,12,0.25,1,,4701.688524590164,4748.0,2502.0,6240.0,286803.0,1062.809837819598,,,0.06320343935031124,0.5259598875362181
ID2821,2821,35,257.45361328125,19.21741237614648,62.23678321817373,0.0,240.0,12,0.25,1,,8084.180327868852,8104.0,6256.0,10199.0,493135.0,1031.2088134514224,,,0.05874123453165469,0.8699065758238015
ID2822,2822,37,437.7451171875,19.908234389668085,62.23678321817373,0.0,240.0,12,0.25,1,,9378.754098360656,9470.0,7434.0,12021.0,572104.0,1292.7786953656284,,,0.10122465512832644,1.3337097869430883
ID2823,2823,33,378.6845703125,20.599056403189692,62.23678321817373,0.0,240.0,12,0.25,1,,11027.098360655738,10991.0,8558.0,13158.0,672653.0,978.4369457612489,,,0.0880943452551643,1.824903397041164
ID2824,2824,38,200.7177734375,21.666690424086717,62.299585219402964,0.0,240.0,12,0.25,1,,7083.524590163935,7266.0,4489.0,9810.0,432095.0,1368.418693316698,,,0.05855025615607442,0.5726347787015559
