 ,Label,Area,Mean,Min,Max,X,Y,XM,YM,Circ.,IntDen,RawIntDen,Ch,Slice,AR,Round,Solidity
38,2-2_coloc_label.tif:0038-0164:2,0.615,52.788,0,135,17.271,10.300,17.302,10.331,1.000,32.480,8235.000,2,1,1.000,1.000,1.026
39,2-2_coloc_label.tif:0039-0457:1,0.489,0.000,0,0,21.164,28.732,21.164,28.732,1.000,0.000,0.000,1,1,1.071,0.934,1.033
40,2-2_coloc_label.tif:0040-0457:2,0.489,1.984,0,123,21.164,28.732,21.196,28.763,1.000,0.970,246.000,2,1,1.071,0.934,1.033
41,2-2_coloc_label.tif:0041-0487:1,0.540,0.000,0,0,21.824,30.616,21.824,30.616,1.000,0.000,0.000,1,1,1.000,1.000,1.062
42,2-2_coloc_label.tif:0042-0487:2,0.540,8.277,0,54,21.824,30.616,21.934,30.664,1.000,4.473,1134.000,2,1,1.000,1.000,1.062
43,2-2_coloc_label.tif:0043-0491:1,0.915,0.000,0,0,23.111,30.836,23.111,30.836,0.863,0.000,0.000,1,1,1.993,0.502,1.027
44,2-2_coloc_label.tif:0044-0491:2,0.915,28.263,0,254,23.111,30.836,22.956,30.856,0.863,25.861,6557.000,2,1,1.993,0.502,1.027
45,2-2_coloc_label.tif:0045-0151:1,0.615,0.000,0,0,23.362,9.483,23.362,9.483,1.000,0.000,0.000,1,1,1.000,1.000,1.026
46,2-2_coloc_label.tif:0046-0151:2,0.615,91.500,0,234,23.362,9.483,23.394,9.515,1.000,56.298,14274.000,2,1,1.000,1.000,1.026
47,2-2_coloc_label.tif:0047-0046:1,0.615,0.000,0,0,28.512,2.889,28.512,2.889,1.000,0.000,0.000,1,1,1.000,1.000,1.026
48,2-2_coloc_label.tif:0048-0046:2,0.615,52.006,0,133,28.512,2.889,28.544,2.920,1.000,31.998,8113.000,2,1,1.000,1.000,1.026
49,2-2_coloc_label.tif:0049-0120:1,0.615,0.000,0,0,38.246,7.536,38.246,7.536,1.000,0.000,0.000,1,1,1.000,1.000,1.026
50,2-2_coloc_label.tif:0050-0120:2,0.615,90.327,0,231,38.246,7.536,38.278,7.568,1.000,55.576,14091.000,2,1,1.000,1.000,1.026
51,2-2_coloc_label.tif:0051-0771:1,0.615,29.000,0,58,39.000,48.420,39.126,48.546,1.000,17.843,4524.000,1,1,1.000,1.000,1.026
52,2-2_coloc_label.tif:0052-0771:2,0.615,82.897,0,212,39.000,48.420,39.031,48.452,1.000,51.005,12932.000,2,1,1.000,1.000,1.026
53,2-2_coloc_label.tif:0053-0474:1,1.909,3.465,0,13,38.874,29.768,38.717,29.800,0.979,6.614,1677.000,1,1,1.273,0.786,0.996
54,2-2_coloc_label.tif:0054-0474:2,1.909,31.634,0,251,38.874,29.768,39.345,29.862,0.979,60.388,15311.000,2,1,1.273,0.786,0.996
55,2-2_coloc_label.tif:0055-0636:1,1.712,66.581,0,224,46.379,39.942,46.316,39.973,0.999,113.968,28896.000,1,1,1.137,0.879,1.019
56,2-2_coloc_label.tif:0056-0636:2,1.712,9.276,0,66,46.379,39.942,46.756,39.848,0.999,15.879,4026.000,2,1,1.137,0.879,1.019
57,2-2_coloc_label.tif:0057-0317:1,0.615,0.000,0,0,50.493,19.908,50.493,19.908,1.000,0.000,0.000,1,1,1.000,1.000,1.026
58,2-2_coloc_label.tif:0058-0317:2,0.615,84.853,0,217,50.493,19.908,50.524,19.940,1.000,52.208,13237.000,2,1,1.000,1.000,1.026
59,2-2_coloc_label.tif:0059-0807:1,0.615,0.000,0,0,65.565,50.681,65.565,50.681,1.000,0.000,0.000,1,1,1.000,1.000,1.026
60,2-2_coloc_label.tif:0060-0807:2,0.615,27.763,0,71,65.565,50.681,65.597,50.713,1.000,17.082,4331.000,2,1,1.000,1.000,1.026
61,2-2_coloc_label.tif:0061-0853:1,0.615,0.000,0,0,71.531,53.570,71.531,53.570,1.000,0.000,0.000,1,1,1.000,1.000,1.026
62,2-2_coloc_label.tif:0062-0853:2,0.615,28.936,0,74,71.531,53.570,71.563,53.602,1.000,17.804,4514.000,2,1,1.000,1.000,1.026
63,2-2_coloc_label.tif:0063-0654:1,0.615,0.000,0,0,76.242,41.073,76.242,41.073,1.000,0.000,0.000,1,1,1.000,1.000,1.026
64,2-2_coloc_label.tif:0064-0654:2,0.615,24.244,0,62,76.242,41.073,76.273,41.104,1.000,14.917,3782.000,2,1,1.000,1.000,1.026
65,2-2_coloc_label.tif:0065-0683:3,1.657,11.671,0,38,9.672,42.894,9.766,42.925,1.000,19.334,4902.000,1,2,1.078,0.928,1.019
66,2-2_coloc_label.tif:0066-0683:4,1.657,9.295,0,64,9.672,42.894,9.389,43.239,1.000,15.398,3904.000,2,2,1.078,0.928,1.019
67,2-2_coloc_label.tif:0067-1004:3,1.357,40.875,0,109,17.333,63.053,17.365,63.085,0.992,55.458,14061.000,1,2,1.105,0.905,1.006
68,2-2_coloc_label.tif:0068-1004:4,1.357,0.000,0,0,17.333,63.053,17.333,63.053,0.992,0.000,0.000,2,2,1.105,0.905,1.006
69,2-2_coloc_label.tif:0069-0496:3,1.881,10.826,0,26,23.205,31.181,23.227,31.236,0.959,20.367,5164.000,1,2,1.363,0.734,0.988
70,2-2_coloc_label.tif:0070-0496:4,1.881,1.792,0,57,23.205,31.181,23.272,30.905,0.959,3.372,855.000,2,2,1.363,0.734,0.988
71,2-2_coloc_label.tif:0071-0797:3,1.294,30.284,0,77,36.708,50.053,36.771,50.022,0.993,39.177,9933.000,1,2,1.042,0.960,1.000
72,2-2_coloc_label.tif:0072-0797:4,1.294,0.000,0,0,36.708,50.053,36.708,50.053,0.993,0.000,0.000,2,2,1.042,0.960,1.000
73,2-2_coloc_label.tif:0073-0471:3,1.515,4.367,0,13,38.812,29.580,38.843,29.611,1.000,6.614,1677.000,1,2,1.000,1.000,1.021
74,2-2_coloc_label.tif:0074-0471:4,1.515,0.000,0,0,38.812,29.580,38.812,29.580,1.000,0.000,0.000,2,2,1.000,1.000,1.021
75,2-2_coloc_label.tif:0075-0827:3,1.515,27.883,0,83,39.691,51.937,39.722,51.969,1.000,42.229,10707.000,1,2,1.000,1.000,1.021
76,2-2_coloc_label.tif:0076-0827:4,1.515,0.000,0,0,39.691,51.937,39.691,51.937,1.000,0.000,0.000,2,2,1.000,1.000,1.021
77,2-2_coloc_label.tif:0077-0712:3,1.515,40.984,0,122,44.841,44.715,44.872,44.746,1.000,62.072,15738.000,1,2,1.000,1.000,1.021
78,2-2_coloc_label.tif:0078-0712:4,1.515,0.000,0,0,44.841,44.715,44.841,44.715,1.000,0.000,0.000,2,2,1.000,1.000,1.021
79,2-2_coloc_label.tif:0079-0904:3,1.515,30.234,0,90,51.498,56.773,51.529,56.804,1.000,45.791,11610.000,1,2,1.000,1.000,1.021
80,2-2_coloc_label.tif:0080-0904:4,1.515,0.000,0,0,51.498,56.773,51.498,56.773,1.000,0.000,0.000,2,2,1.000,1.000,1.021
81,2-2_coloc_label.tif:0081-0459:3,1.515,2.016,0,6,55.140,28.826,55.172,28.858,1.000,3.053,774.000,1,2,1.000,1.000,1.021
82,2-2_coloc_label.tif:0082-0459:4,1.515,0.000,0,0,55.140,28.826,55.140,28.826,1.000,0.000,0.000,2,2,1.000,1.000,1.021
83,2-2_coloc_label.tif:0083-0622:3,1.515,10.750,0,32,58.594,39.063,58.626,39.094,1.000,16.281,4128.000,1,2,1.000,1.000,1.021
84,2-2_coloc_label.tif:0084-0622:4,1.515,0.000,0,0,58.594,39.063,58.594,39.063,1.000,0.000,0.000,2,2,1.000,1.000,1.021
85,2-2_coloc_label.tif:0085-0766:3,1.515,15.117,0,45,62.425,48.106,62.457,48.138,1.000,22.895,5805.000,1,2,1.000,1.000,1.021
86,2-2_coloc_label.tif:0086-0766:4,1.515,0.000,0,0,62.425,48.106,62.425,48.106,1.000,0.000,0.000,2,2,1.000,1.000,1.021
87,2-2_coloc_label.tif:0087-0923:3,1.515,32.250,0,96,63.179,57.966,63.210,57.998,1.000,48.844,12384.000,1,2,1.000,1.000,1.021
88,2-2_coloc_label.tif:0088-0923:4,1.515,0.000,0,0,63.179,57.966,63.179,57.966,1.000,0.000,0.000,2,2,1.000,1.000,1.021
89,2-2_coloc_label.tif:0089-0683:3,1.657,11.671,0,38,9.672,42.894,9.766,42.925,1.000,19.334,4902.000,1,2,1.078,0.928,1.019
90,2-2_coloc_label.tif:0090-0683:4,1.657,9.295,0,64,9.672,42.894,9.389,43.239,1.000,15.398,3904.000,2,2,1.078,0.928,1.019
91,2-2_coloc_label.tif:0091-0702:3,0.576,0.000,0,0,9.923,44.118,9.923,44.118,1.000,0.000,0.000,1,2,1.078,0.928,1.043
92,2-2_coloc_label.tif:0092-0702:4,0.576,28.829,0,69,9.923,44.118,9.954,44.118,1.000,16.601,4209.000,2,2,1.078,0.928,1.043
93,2-2_coloc_label.tif:0093-0932:3,0.615,0.000,0,0,10.048,58.531,10.048,58.531,1.000,0.000,0.000,1,2,1.000,1.000,1.026
94,2-2_coloc_label.tif:0094-0932:4,0.615,29.718,0,76,10.048,58.531,10.080,58.563,1.000,18.285,4636.000,2,2,1.000,1.000,1.026
95,2-2_coloc_label.tif:0095-0165:3,0.615,0.000,0,0,17.333,10.362,17.333,10.362,1.000,0.000,0.000,1,2,1.000,1.000,1.026
96,2-2_coloc_label.tif:0096-0165:4,0.615,52.788,0,135,17.333,10.362,17.365,10.394,1.000,32.480,8235.000,2,2,1.000,1.000,1.026
97,2-2_coloc_label.tif:0097-0477:3,0.540,0.000,0,0,21.321,29.988,21.321,29.988,1.000,0.000,0.000,1,2,1.000,1.000,1.062
98,2-2_coloc_label.tif:0098-0477:4,0.540,1.927,0,44,21.321,29.988,21.353,30.051,1.000,1.041,264.000,2,2,1.000,1.000,1.062
99,2-2_coloc_label.tif:0099-0490:3,0.536,0.000,0,0,21.918,30.773,21.918,30.773,1.000,0.000,0.000,1,2,1.144,0.874,1.030
100,2-2_coloc_label.tif:0100-0490:4,0.536,3.176,0,54,21.918,30.773,21.949,30.812,1.000,1.704,432.000,2,2,1.144,0.874,1.030
101,2-2_coloc_label.tif:0101-0496:3,1.881,10.826,0,26,23.205,31.181,23.227,31.236,0.959,20.367,5164.000,1,2,1.363,0.734,0.988
102,2-2_coloc_label.tif:0102-0496:4,1.881,1.792,0,57,23.205,31.181,23.272,30.905,0.959,3.372,855.000,2,2,1.363,0.734,0.988
103,2-2_coloc_label.tif:0103-0037:3,0.615,0.000,0,0,29.203,2.324,29.203,2.324,1.000,0.000,0.000,1,2,1.000,1.000,1.026
104,2-2_coloc_label.tif:0104-0037:4,0.615,52.006,0,133,29.203,2.324,29.234,2.355,1.000,31.998,8113.000,2,2,1.000,1.000,1.026
105,2-2_coloc_label.tif:0105-0773:3,0.615,32.385,0,64,38.874,48.546,38.999,48.634,1.000,19.926,5052.000,1,2,1.000,1.000,1.026
106,2-2_coloc_label.tif:0106-0773:4,0.615,82.897,0,212,38.874,48.546,38.906,48.577,1.000,51.005,12932.000,2,2,1.000,1.000,1.026
107,2-2_coloc_label.tif:0107-0637:3,0.615,0.000,0,0,46.097,40.005,46.097,40.005,1.000,0.000,0.000,1,2,1.000,1.000,1.026
108,2-2_coloc_label.tif:0108-0637:4,0.615,25.808,0,66,46.097,40.005,46.128,40.036,1.000,15.879,4026.000,2,2,1.000,1.000,1.026
109,2-2_coloc_label.tif:0109-0313:3,0.615,0.000,0,0,50.744,19.657,50.744,19.657,1.000,0.000,0.000,1,2,1.000,1.000,1.026
110,2-2_coloc_label.tif:0110-0313:4,0.615,84.853,0,217,50.744,19.657,50.775,19.688,1.000,52.208,13237.000,2,2,1.000,1.000,1.026
111,2-2_coloc_label.tif:0111-0028:3,0.615,0.000,0,0,52.251,1.758,52.251,1.758,1.000,0.000,0.000,1,2,1.000,1.000,1.026
112,2-2_coloc_label.tif:0112-0028:4,0.615,99.712,0,255,52.251,1.758,52.283,1.790,1.000,61.350,15555.000,2,2,1.000,1.000,1.026
113,2-2_coloc_label.tif:0113-0803:3,0.615,0.000,0,0,65.440,50.430,65.440,50.430,1.000,0.000,0.000,1,2,1.000,1.000,1.026
114,2-2_coloc_label.tif:0114-0803:4,0.615,27.763,0,71,65.440,50.430,65.471,50.461,1.000,17.082,4331.000,2,2,1.000,1.000,1.026
115,2-2_coloc_label.tif:0115-0856:3,0.615,0.000,0,0,71.531,53.759,71.531,53.759,1.000,0.000,0.000,1,2,1.000,1.000,1.026
116,2-2_coloc_label.tif:0116-0856:4,0.615,28.936,0,74,71.531,53.759,71.563,53.790,1.000,17.804,4514.000,2,2,1.000,1.000,1.026
117,2-2_coloc_label.tif:0117-0653:3,0.615,0.000,0,0,76.242,41.010,76.242,41.010,1.000,0.000,0.000,1,2,1.000,1.000,1.026
118,2-2_coloc_label.tif:0118-0653:4,0.615,24.244,0,62,76.242,41.010,76.273,41.041,1.000,14.917,3782.000,2,2,1.000,1.000,1.026
119,2-2_coloc_label.tif:0119-0678:5,1.712,11.295,0,38,10.080,42.580,10.205,42.611,0.999,19.334,4902.000,1,3,1.137,0.879,1.019
120,2-2_coloc_label.tif:0120-0678:6,1.712,8.995,0,64,10.080,42.580,9.766,42.737,0.999,15.398,3904.000,2,3,1.137,0.879,1.019
121,2-2_coloc_label.tif:0121-1005:5,1.444,38.418,0,109,16.957,63.147,16.988,63.147,1.000,55.458,14061.000,1,3,1.059,0.944,1.017
122,2-2_coloc_label.tif:0122-1005:6,1.444,0.000,0,0,16.957,63.147,16.957,63.147,1.000,0.000,0.000,2,3,1.059,0.944,1.017
123,2-2_coloc_label.tif:0123-1002:5,0.316,7.650,0,102,18.150,62.928,17.888,62.949,1.000,2.414,612.000,1,3,1.000,1.000,0.952
124,2-2_coloc_label.tif:0124-1002:6,0.316,0.000,0,0,18.150,62.928,18.150,62.928,1.000,0.000,0.000,2,3,1.000,1.000,0.952
125,2-2_coloc_label.tif:0125-0497:5,2.445,9.148,0,26,23.080,31.213,23.054,31.331,0.960,22.371,5672.000,1,3,1.374,0.728,0.994
126,2-2_coloc_label.tif:0126-0497:6,2.445,3.085,0,59,23.080,31.213,23.139,30.925,0.960,7.545,1913.000,2,3,1.374,0.728,0.994
127,2-2_coloc_label.tif:0127-0799:5,1.294,30.284,0,77,36.645,50.179,36.708,50.147,0.993,39.177,9933.000,1,3,1.042,0.960,1.000
128,2-2_coloc_label.tif:0128-0799:6,1.294,0.000,0,0,36.645,50.179,36.645,50.179,0.993,0.000,0.000,2,3,1.042,0.960,1.000
129,2-2_coloc_label.tif:0129-0481:5,1.996,3.314,0,13,38.843,30.208,39.094,30.239,0.982,6.614,1677.000,1,3,1.311,0.763,1.000
130,2-2_coloc_label.tif:0130-0481:6,1.996,5.666,0,47,38.843,30.208,38.403,30.302,0.982,11.308,2867.000,2,3,1.311,0.763,1.000
131,2-2_coloc_label.tif:0131-0828:5,1.515,27.883,0,83,39.502,52.000,39.534,52.031,1.000,42.229,10707.000,1,3,1.000,1.000,1.021
132,2-2_coloc_label.tif:0132-0828:6,1.515,0.000,0,0,39.502,52.000,39.502,52.000,1.000,0.000,0.000,2,3,1.000,1.000,1.021
133,2-2_coloc_label.tif:0133-0905:5,1.515,30.234,0,90,51.372,56.836,51.403,56.867,1.000,45.791,11610.000,1,3,1.000,1.000,1.021
134,2-2_coloc_label.tif:0134-0905:6,1.515,0.000,0,0,51.372,56.836,51.372,56.836,1.000,0.000,0.000,2,3,1.000,1.000,1.021
135,2-2_coloc_label.tif:0135-0459:5,1.515,2.016,0,6,55.140,28.826,55.172,28.858,1.000,3.053,774.000,1,3,1.000,1.000,1.021
136,2-2_coloc_label.tif:0136-0459:6,1.515,0.000,0,0,55.140,28.826,55.140,28.826,1.000,0.000,0.000,2,3,1.000,1.000,1.021
137,2-2_coloc_label.tif:0137-0622:5,1.515,10.750,0,32,58.594,39.063,58.626,39.094,1.000,16.281,4128.000,1,3,1.000,1.000,1.021
138,2-2_coloc_label.tif:0138-0622:6,1.515,0.000,0,0,58.594,39.063,58.594,39.063,1.000,0.000,0.000,2,3,1.000,1.000,1.021
139,2-2_coloc_label.tif:0139-0767:5,1.515,15.117,0,45,62.551,48.169,62.582,48.201,1.000,22.895,5805.000,1,3,1.000,1.000,1.021
140,2-2_coloc_label.tif:0140-0767:6,1.515,0.000,0,0,62.551,48.169,62.551,48.169,1.000,0.000,0.000,2,3,1.000,1.000,1.021
141,2-2_coloc_label.tif:0141-0922:5,1.515,32.250,0,96,63.179,57.903,63.210,57.935,1.000,48.844,12384.000,1,3,1.000,1.000,1.021
142,2-2_coloc_label.tif:0142-0922:6,1.515,0.000,0,0,63.179,57.903,63.179,57.903,1.000,0.000,0.000,2,3,1.000,1.000,1.021
143,2-2_coloc_label.tif:0143-0678:5,1.712,11.295,0,38,10.080,42.580,10.205,42.611,0.999,19.334,4902.000,1,3,1.137,0.879,1.019
144,2-2_coloc_label.tif:0144-0678:6,1.712,8.995,0,64,10.080,42.580,9.766,42.737,0.999,15.398,3904.000,2,3,1.137,0.879,1.019
145,2-2_coloc_label.tif:0145-0696:5,0.576,0.000,0,0,10.048,43.742,10.048,43.742,1.000,0.000,0.000,1,3,1.078,0.928,1.043
146,2-2_coloc_label.tif:0146-0696:6,0.576,28.829,0,69,10.048,43.742,10.080,43.742,1.000,16.601,4209.000,2,3,1.078,0.928,1.043
147,2-2_coloc_label.tif:0147-0931:5,0.615,0.000,0,0,10.174,58.469,10.174,58.469,1.000,0.000,0.000,1,3,1.000,1.000,1.026
148,2-2_coloc_label.tif:0148-0931:6,0.615,29.718,0,76,10.174,58.469,10.205,58.500,1.000,18.285,4636.000,2,3,1.000,1.000,1.026
149,2-2_coloc_label.tif:0149-0856:5,0.615,0.000,0,0,11.932,53.759,11.932,53.759,1.000,0.000,0.000,1,3,1.000,1.000,1.026
150,2-2_coloc_label.tif:0150-0856:6,0.615,87.590,0,224,11.932,53.759,11.964,53.790,1.000,53.892,13664.000,2,3,1.000,1.000,1.026
151,2-2_coloc_label.tif:0151-0166:5,0.615,0.000,0,0,17.019,10.425,17.019,10.425,1.000,0.000,0.000,1,3,1.000,1.000,1.026
152,2-2_coloc_label.tif:0152-0166:6,0.615,52.788,0,135,17.019,10.425,17.051,10.457,1.000,32.480,8235.000,2,3,1.000,1.000,1.026
153,2-2_coloc_label.tif:0153-0958:5,0.615,0.000,0,0,18.275,60.164,18.275,60.164,1.000,0.000,0.000,1,3,1.000,1.000,1.026
154,2-2_coloc_label.tif:0154-0958:6,0.615,50.051,0,128,18.275,60.164,18.307,60.196,1.000,30.795,7808.000,2,3,1.000,1.000,1.026
155,2-2_coloc_label.tif:0155-0460:5,0.536,0.000,0,0,21.164,28.889,21.164,28.889,1.000,0.000,0.000,1,3,1.144,0.874,1.030
156,2-2_coloc_label.tif:0156-0460:6,0.536,2.713,0,123,21.164,28.889,21.196,28.920,1.000,1.455,369.000,2,3,1.144,0.874,1.030
157,2-2_coloc_label.tif:0157-0497:5,2.445,9.148,0,26,23.080,31.213,23.054,31.331,0.960,22.371,5672.000,1,3,1.374,0.728,0.994
158,2-2_coloc_label.tif:0158-0497:6,2.445,3.085,0,59,23.080,31.213,23.139,30.925,0.960,7.545,1913.000,2,3,1.374,0.728,0.994
159,2-2_coloc_label.tif:0159-0152:5,0.331,0.000,0,0,23.080,9.546,23.080,9.546,0.960,0.000,0.000,1,3,1.269,0.788,0.977
160,2-2_coloc_label.tif:0160-0152:6,0.331,0.738,0,2,23.080,9.546,23.220,9.529,0.960,0.245,62.000,2,3,1.269,0.788,0.977
161,2-2_coloc_label.tif:0161-0144:5,0.615,0.000,0,0,24.053,9.043,24.053,9.043,1.000,0.000,0.000,1,3,1.000,1.000,1.026
162,2-2_coloc_label.tif:0162-0144:6,0.615,99.712,0,255,24.053,9.043,24.085,9.075,1.000,61.350,15555.000,2,3,1.000,1.000,1.026
163,2-2_coloc_label.tif:0163-0028:5,0.615,0.000,0,0,29.768,1.758,29.768,1.758,1.000,0.000,0.000,1,3,1.000,1.000,1.026
164,2-2_coloc_label.tif:0164-0028:6,0.615,52.006,0,133,29.768,1.758,29.800,1.790,1.000,31.998,8113.000,2,3,1.000,1.000,1.026
165,2-2_coloc_label.tif:0165-1195:5,0.489,0.000,0,0,38.089,75.048,38.089,75.048,1.000,0.000,0.000,1,3,1.071,0.934,1.033
166,2-2_coloc_label.tif:0166-1195:6,0.489,2.306,0,143,38.089,75.048,38.121,75.080,1.000,1.128,286.000,2,3,1.071,0.934,1.033
167,2-2_coloc_label.tif:0167-0481:5,1.996,3.314,0,13,38.843,30.208,39.094,30.239,0.982,6.614,1677.000,1,3,1.311,0.763,1.000
168,2-2_coloc_label.tif:0168-0481:6,1.996,5.666,0,47,38.843,30.208,38.403,30.302,0.982,11.308,2867.000,2,3,1.311,0.763,1.000
169,2-2_coloc_label.tif:0169-0644:5,0.615,0.000,0,0,45.531,40.444,45.531,40.444,1.000,0.000,0.000,1,3,1.000,1.000,1.026
170,2-2_coloc_label.tif:0170-0644:6,0.615,25.808,0,66,45.531,40.444,45.563,40.476,1.000,15.879,4026.000,2,3,1.000,1.000,1.026
171,2-2_coloc_label.tif:0171-0803:5,0.615,0.000,0,0,65.502,50.430,65.502,50.430,1.000,0.000,0.000,1,3,1.000,1.000,1.026
172,2-2_coloc_label.tif:0172-0803:6,0.615,27.763,0,71,65.502,50.430,65.534,50.461,1.000,17.082,4331.000,2,3,1.000,1.000,1.026
173,2-2_coloc_label.tif:0173-0857:5,0.615,0.000,0,0,71.531,53.821,71.531,53.821,1.000,0.000,0.000,1,3,1.000,1.000,1.026
174,2-2_coloc_label.tif:0174-0857:6,0.615,28.936,0,74,71.531,53.821,71.563,53.853,1.000,17.804,4514.000,2,3,1.000,1.000,1.026
