 ,Label,Area,Mean,Min,Max,X,Y,XM,YM,Circ.,IntDen,RawIntDen,Ch,Slice,AR,Round,Solidity
18,2-2_coloc_label_ctrl.tif:0018-0689:2,1.294,0.000,0,0,49.928,43.302,49.928,43.302,0.993,0.000,0,2,1,1.042,0.960,1.000
19,2-2_coloc_label_ctrl.tif:0019-0644:1,1.376,94.499,0,237,51.969,40.476,52.019,40.514,1.000,130.076,32980,1,1,1.000,1.000,1.012
20,2-2_coloc_label_ctrl.tif:0020-0644:2,1.376,0.000,0,0,51.969,40.476,51.969,40.476,1.000,0.000,0,2,1,1.000,1.000,1.012
21,2-2_coloc_label_ctrl.tif:0021-0452:1,1.515,30.234,0,90,56.773,28.387,56.804,28.418,1.000,45.791,11610,1,1,1.000,1.000,1.021
22,2-2_coloc_label_ctrl.tif:0022-0452:2,1.515,0.000,0,0,56.773,28.387,56.773,28.387,1.000,0.000,0,2,1,1.000,1.000,1.021
23,2-2_coloc_label_ctrl.tif:0023-0269:1,1.515,32.250,0,96,57.903,16.894,57.935,16.925,1.000,48.844,12384,1,1,1.000,1.000,1.021
24,2-2_coloc_label_ctrl.tif:0024-0269:2,1.515,0.000,0,0,57.903,16.894,57.903,16.894,1.000,0.000,0,2,1,1.000,1.000,1.021
25,2-2_coloc_label_ctrl.tif:0025-0996:1,1.302,38.315,0,109,62.928,62.582,62.968,62.618,0.997,49.869,12644,1,1,1.137,0.880,1.031
26,2-2_coloc_label_ctrl.tif:0026-0996:2,1.302,0.000,0,0,62.928,62.582,62.928,62.582,0.997,0.000,0,2,1,1.137,0.880,1.031
27,2-2_coloc_label_ctrl.tif:0027-1023:1,1.444,85.648,0,243,63.179,64.278,63.210,64.278,1.000,123.635,31347,1,1,1.059,0.944,1.017
28,2-2_coloc_label_ctrl.tif:0028-1023:2,1.444,0.000,0,0,63.179,64.278,63.179,64.278,1.000,0.000,0,2,1,1.059,0.944,1.017
29,2-2_coloc_label_ctrl.tif:0029-0408:1,1.515,83.984,0,250,69.585,25.623,69.616,25.655,1.000,127.197,32250,1,1,1.000,1.000,1.021
30,2-2_coloc_label_ctrl.tif:0030-0408:2,1.515,0.000,0,0,69.585,25.623,69.585,25.623,1.000,0.000,0,2,1,1.000,1.000,1.021
31,2-2_coloc_label_ctrl.tif:0031-0159:1,0.615,0.000,0,0,21.792,9.986,21.792,9.986,1.000,0.000,0,1,1,1.000,1.000,1.026
32,2-2_coloc_label_ctrl.tif:0032-0159:2,0.615,29.718,0,76,21.792,9.986,21.824,10.017,1.000,18.285,4636,2,1,1.000,1.000,1.026
33,2-2_coloc_label_ctrl.tif:0033-1139:1,0.615,0.000,0,0,26.754,71.531,26.754,71.531,1.000,0.000,0,1,1,1.000,1.000,1.026
34,2-2_coloc_label_ctrl.tif:0034-1139:2,0.615,28.936,0,74,26.754,71.531,26.785,71.563,1.000,17.804,4514,2,1,1.000,1.000,1.026
35,2-2_coloc_label_ctrl.tif:0035-1044:1,0.615,0.000,0,0,29.643,65.565,29.643,65.565,1.000,0.000,0,1,1,1.000,1.000,1.026
36,2-2_coloc_label_ctrl.tif:0036-1044:2,0.615,27.763,0,71,29.643,65.565,29.674,65.597,1.000,17.082,4331,2,1,1.000,1.000,1.026
37,2-2_coloc_label_ctrl.tif:0037-0621:1,0.615,0.000,0,0,31.903,39.000,31.903,39.000,1.000,0.000,0,1,1,1.000,1.000,1.026
38,2-2_coloc_label_ctrl.tif:0038-0621:2,0.615,82.897,0,212,31.903,39.000,31.935,39.031,1.000,51.005,12932,2,1,1.000,1.000,1.026
39,2-2_coloc_label_ctrl.tif:0039-0159:1,0.576,0.000,0,0,36.080,9.986,36.080,9.986,1.000,0.000,0,1,1,1.078,0.928,1.043
40,2-2_coloc_label_ctrl.tif:0040-0159:2,0.576,28.829,0,69,36.080,9.986,36.143,10.017,1.000,16.601,4209,2,1,1.078,0.928,1.043
41,2-2_coloc_label_ctrl.tif:0041-0153:1,0.576,0.000,0,0,37.085,9.609,37.085,9.609,1.000,0.000,0,1,1,1.078,0.928,1.043
42,2-2_coloc_label_ctrl.tif:0042-0153:2,0.576,26.740,0,64,37.085,9.609,37.085,9.640,1.000,15.398,3904,2,1,1.078,0.928,1.043
43,2-2_coloc_label_ctrl.tif:0043-1214:1,0.615,0.000,0,0,39.251,76.242,39.251,76.242,1.000,0.000,0,1,1,1.000,1.000,1.026
44,2-2_coloc_label_ctrl.tif:0044-1214:2,0.615,24.244,0,62,39.251,76.242,39.283,76.273,1.000,14.917,3782,2,1,1.000,1.000,1.026
45,2-2_coloc_label_ctrl.tif:0045-0744:1,0.615,0.000,0,0,40.507,46.725,40.507,46.725,1.000,0.000,0,1,1,1.000,1.000,1.026
46,2-2_coloc_label_ctrl.tif:0046-0744:2,0.615,25.808,0,66,40.507,46.725,40.539,46.756,1.000,15.879,4026,2,1,1.000,1.000,1.026
47,2-2_coloc_label_ctrl.tif:0047-0368:1,0.915,0.000,0,0,49.488,23.111,49.488,23.111,0.863,0.000,0,1,1,1.993,0.502,1.027
48,2-2_coloc_label_ctrl.tif:0048-0368:2,0.915,26.922,0,254,49.488,23.111,49.513,22.950,0.863,24.635,6246,2,1,1.993,0.502,1.027
49,2-2_coloc_label_ctrl.tif:0049-0347:1,0.540,0.000,0,0,49.708,21.824,49.708,21.824,1.000,0.000,0,1,1,1.000,1.000,1.062
50,2-2_coloc_label_ctrl.tif:0050-0347:2,0.540,8.277,0,54,49.708,21.824,49.723,21.934,1.000,4.473,1134,2,1,1.000,1.000,1.062
51,2-2_coloc_label_ctrl.tif:0051-0626:1,0.615,0.000,0,0,50.493,39.314,50.493,39.314,1.000,0.000,0,1,1,1.000,1.000,1.026
52,2-2_coloc_label_ctrl.tif:0052-0626:2,0.615,98.147,0,251,50.493,39.314,50.524,39.345,1.000,60.388,15311,2,1,1.000,1.000,1.026
53,2-2_coloc_label_ctrl.tif:0053-0337:1,0.489,0.000,0,0,51.592,21.164,51.592,21.164,1.000,0.000,0,1,1,1.071,0.934,1.033
54,2-2_coloc_label_ctrl.tif:0054-0337:2,0.489,1.984,0,123,51.592,21.164,51.623,21.196,1.000,0.970,246,2,1,1.071,0.934,1.033
55,2-2_coloc_label_ctrl.tif:0055-0804:1,0.615,0.000,0,0,60.416,50.493,60.416,50.493,1.000,0.000,0,1,1,1.000,1.000,1.026
56,2-2_coloc_label_ctrl.tif:0056-0804:2,0.615,84.853,0,217,60.416,50.493,60.447,50.524,1.000,52.208,13237,2,1,1.000,1.000,1.026
57,2-2_coloc_label_ctrl.tif:0057-0275:1,0.615,0.000,0,0,70.024,17.271,70.024,17.271,1.000,0.000,0,1,1,1.000,1.000,1.026
58,2-2_coloc_label_ctrl.tif:0058-0275:2,0.615,52.788,0,135,70.024,17.271,70.056,17.302,1.000,32.480,8235,2,1,1.000,1.000,1.026
59,2-2_coloc_label_ctrl.tif:0059-0372:1,0.615,0.000,0,0,70.841,23.362,70.841,23.362,1.000,0.000,0,1,1,1.000,1.000,1.026
60,2-2_coloc_label_ctrl.tif:0060-0372:2,0.615,91.500,0,234,70.841,23.362,70.872,23.394,1.000,56.298,14274,2,1,1.000,1.000,1.026
61,2-2_coloc_label_ctrl.tif:0061-0609:1,0.615,0.000,0,0,72.788,38.246,72.788,38.246,1.000,0.000,0,1,1,1.000,1.000,1.026
62,2-2_coloc_label_ctrl.tif:0062-0609:2,0.615,90.327,0,231,72.788,38.246,72.819,38.278,1.000,55.576,14091,2,1,1.000,1.000,1.026
63,2-2_coloc_label_ctrl.tif:0063-0454:1,0.615,0.000,0,0,77.435,28.512,77.435,28.512,1.000,0.000,0,1,1,1.000,1.000,1.026
64,2-2_coloc_label_ctrl.tif:0064-0454:2,0.615,52.006,0,133,77.435,28.512,77.466,28.544,1.000,31.998,8113,2,1,1.000,1.000,1.026
65,2-2_coloc_label_ctrl.tif:0065-0397:3,1.515,2.016,0,6,28.826,24.932,28.858,24.964,1.000,3.053,774,1,2,1.000,1.000,1.021
66,2-2_coloc_label_ctrl.tif:0066-0397:4,1.515,0.000,0,0,28.826,24.932,28.826,24.932,1.000,0.000,0,2,2,1.000,1.000,1.021
67,2-2_coloc_label_ctrl.tif:0067-0657:3,1.515,4.367,0,13,29.580,41.261,29.611,41.292,1.000,6.614,1677,1,2,1.000,1.000,1.021
68,2-2_coloc_label_ctrl.tif:0068-0657:4,1.515,0.000,0,0,29.580,41.261,29.580,41.261,1.000,0.000,0,2,2,1.000,1.000,1.021
69,2-2_coloc_label_ctrl.tif:0069-0905:3,1.716,11.871,0,26,31.244,56.867,31.236,56.908,0.941,20.367,5164,1,2,1.536,0.651,1.009
70,2-2_coloc_label_ctrl.tif:0070-0905:4,1.716,0.000,0,0,31.244,56.867,31.244,56.867,0.941,0.000,0,2,2,1.536,0.651,1.009
71,2-2_coloc_label_ctrl.tif:0071-0342:3,1.515,10.750,0,32,39.063,21.478,39.094,21.510,1.000,16.281,4128,1,2,1.000,1.000,1.021
72,2-2_coloc_label_ctrl.tif:0072-0342:4,1.515,0.000,0,0,39.063,21.478,39.063,21.478,1.000,0.000,0,2,2,1.000,1.000,1.021
73,2-2_coloc_label_ctrl.tif:0073-1120:3,1.515,12.766,0,38,42.894,70.338,42.925,70.370,1.000,19.334,4902,1,2,1.000,1.000,1.021
74,2-2_coloc_label_ctrl.tif:0074-1120:4,1.515,0.000,0,0,42.894,70.338,42.894,70.338,1.000,0.000,0,2,2,1.000,1.000,1.021
75,2-2_coloc_label_ctrl.tif:0075-0561:3,1.515,40.984,0,122,44.715,35.232,44.746,35.263,1.000,62.072,15738,1,2,1.000,1.000,1.021
76,2-2_coloc_label_ctrl.tif:0076-0561:4,1.515,0.000,0,0,44.715,35.232,44.715,35.232,1.000,0.000,0,2,2,1.000,1.000,1.021
77,2-2_coloc_label_ctrl.tif:0077-0281:3,1.515,15.117,0,45,48.106,17.647,48.138,17.679,1.000,22.895,5805,1,2,1.000,1.000,1.021
78,2-2_coloc_label_ctrl.tif:0078-0281:4,1.515,0.000,0,0,48.106,17.647,48.106,17.647,1.000,0.000,0,2,2,1.000,1.000,1.021
79,2-2_coloc_label_ctrl.tif:0079-0690:3,1.294,30.284,0,77,50.053,43.365,50.022,43.365,0.993,39.177,9933,1,2,1.042,0.960,1.000
80,2-2_coloc_label_ctrl.tif:0080-0690:4,1.294,0.000,0,0,50.053,43.365,50.053,43.365,0.993,0.000,0,2,2,1.042,0.960,1.000
81,2-2_coloc_label_ctrl.tif:0081-0643:3,1.515,27.883,0,83,51.937,40.382,51.969,40.413,1.000,42.229,10707,1,2,1.000,1.000,1.021
82,2-2_coloc_label_ctrl.tif:0082-0643:4,1.515,0.000,0,0,51.937,40.382,51.937,40.382,1.000,0.000,0,2,2,1.000,1.000,1.021
83,2-2_coloc_label_ctrl.tif:0083-0455:3,1.515,30.234,0,90,56.773,28.575,56.804,28.606,1.000,45.791,11610,1,2,1.000,1.000,1.021
84,2-2_coloc_label_ctrl.tif:0084-0455:4,1.515,0.000,0,0,56.773,28.575,56.773,28.575,1.000,0.000,0,2,2,1.000,1.000,1.021
85,2-2_coloc_label_ctrl.tif:0085-0269:3,1.515,32.250,0,96,57.966,16.894,57.998,16.925,1.000,48.844,12384,1,2,1.000,1.000,1.021
86,2-2_coloc_label_ctrl.tif:0086-0269:4,1.515,0.000,0,0,57.966,16.894,57.966,16.894,1.000,0.000,0,2,2,1.000,1.000,1.021
87,2-2_coloc_label_ctrl.tif:0087-0999:3,1.357,41.468,0,109,63.053,62.739,63.086,62.761,0.992,56.262,14265,1,2,1.105,0.905,1.006
88,2-2_coloc_label_ctrl.tif:0088-0999:4,1.357,0.000,0,0,63.053,62.739,63.053,62.739,0.992,0.000,0,2,2,1.105,0.905,1.006
89,2-2_coloc_label_ctrl.tif:0089-0160:3,0.615,0.000,0,0,21.792,10.048,21.792,10.048,1.000,0.000,0,1,2,1.000,1.000,1.026
90,2-2_coloc_label_ctrl.tif:0090-0160:4,0.615,29.718,0,76,21.792,10.048,21.824,10.080,1.000,18.285,4636,2,2,1.000,1.000,1.026
91,2-2_coloc_label_ctrl.tif:0091-1139:3,0.615,0.000,0,0,26.565,71.531,26.565,71.531,1.000,0.000,0,1,2,1.000,1.000,1.026
92,2-2_coloc_label_ctrl.tif:0092-1139:4,0.615,28.936,0,74,26.565,71.531,26.597,71.563,1.000,17.804,4514,2,2,1.000,1.000,1.026
93,2-2_coloc_label_ctrl.tif:0093-1042:3,0.615,0.000,0,0,29.894,65.440,29.894,65.440,1.000,0.000,0,1,2,1.000,1.000,1.026
94,2-2_coloc_label_ctrl.tif:0094-1042:4,0.615,27.763,0,71,29.894,65.440,29.925,65.471,1.000,17.082,4331,2,2,1.000,1.000,1.026
95,2-2_coloc_label_ctrl.tif:0095-0619:3,0.615,0.000,0,0,31.778,38.874,31.778,38.874,1.000,0.000,0,1,2,1.000,1.000,1.026
96,2-2_coloc_label_ctrl.tif:0096-0619:4,0.615,82.897,0,212,31.778,38.874,31.809,38.906,1.000,51.005,12932,2,2,1.000,1.000,1.026
97,2-2_coloc_label_ctrl.tif:0097-0158:3,0.576,0.000,0,0,36.205,9.923,36.205,9.923,1.000,0.000,0,1,2,1.078,0.928,1.043
98,2-2_coloc_label_ctrl.tif:0098-0158:4,0.576,28.829,0,69,36.205,9.923,36.268,9.954,1.000,16.601,4209,2,2,1.078,0.928,1.043
99,2-2_coloc_label_ctrl.tif:0099-0149:3,0.576,0.000,0,0,37.147,9.357,37.147,9.357,1.000,0.000,0,1,2,1.078,0.928,1.043
100,2-2_coloc_label_ctrl.tif:0100-0149:4,0.576,26.740,0,64,37.147,9.357,37.147,9.389,1.000,15.398,3904,2,2,1.078,0.928,1.043
101,2-2_coloc_label_ctrl.tif:0101-1214:3,0.615,0.000,0,0,39.314,76.242,39.314,76.242,1.000,0.000,0,1,2,1.000,1.000,1.026
102,2-2_coloc_label_ctrl.tif:0102-1214:4,0.615,24.244,0,62,39.314,76.242,39.345,76.273,1.000,14.917,3782,2,2,1.000,1.000,1.026
103,2-2_coloc_label_ctrl.tif:0103-0734:3,0.615,0.000,0,0,40.319,46.097,40.319,46.097,1.000,0.000,0,1,2,1.000,1.000,1.026
104,2-2_coloc_label_ctrl.tif:0104-0734:4,0.615,25.808,0,66,40.319,46.097,40.350,46.128,1.000,15.879,4026,2,2,1.000,1.000,1.026
105,2-2_coloc_label_ctrl.tif:0105-0370:3,0.584,0.000,0,0,49.425,23.237,49.425,23.237,0.952,0.000,0,1,2,1.319,0.758,0.987
106,2-2_coloc_label_ctrl.tif:0106-0370:4,0.584,5.777,0,57,49.425,23.237,49.482,23.272,0.952,3.372,855,2,2,1.319,0.758,0.987
107,2-2_coloc_label_ctrl.tif:0107-0349:3,0.536,0.000,0,0,49.551,21.918,49.551,21.918,1.000,0.000,0,1,2,1.144,0.874,1.030
108,2-2_coloc_label_ctrl.tif:0108-0349:4,0.536,3.176,0,54,49.551,21.918,49.574,21.949,1.000,1.704,432,2,2,1.144,0.874,1.030
109,2-2_coloc_label_ctrl.tif:0109-0339:3,0.540,0.000,0,0,50.336,21.321,50.336,21.321,1.000,0.000,0,1,2,1.000,1.000,1.062
110,2-2_coloc_label_ctrl.tif:0110-0339:4,0.540,1.927,0,44,50.336,21.321,50.336,21.353,1.000,1.041,264,2,2,1.000,1.000,1.062
111,2-2_coloc_label_ctrl.tif:0111-0808:3,0.615,0.000,0,0,60.667,50.744,60.667,50.744,1.000,0.000,0,1,2,1.000,1.000,1.026
112,2-2_coloc_label_ctrl.tif:0112-0808:4,0.615,84.853,0,217,60.667,50.744,60.698,50.775,1.000,52.208,13237,2,2,1.000,1.000,1.026
113,2-2_coloc_label_ctrl.tif:0113-0276:3,0.615,0.000,0,0,69.961,17.333,69.961,17.333,1.000,0.000,0,1,2,1.000,1.000,1.026
114,2-2_coloc_label_ctrl.tif:0114-0276:4,0.615,52.788,0,135,69.961,17.333,69.993,17.365,1.000,32.480,8235,2,2,1.000,1.000,1.026
115,2-2_coloc_label_ctrl.tif:0115-0465:3,0.615,0.000,0,0,78.000,29.203,78.000,29.203,1.000,0.000,0,1,2,1.000,1.000,1.026
116,2-2_coloc_label_ctrl.tif:0116-0465:4,0.615,52.006,0,133,78.000,29.203,78.031,29.234,1.000,31.998,8113,2,2,1.000,1.000,1.026
117,2-2_coloc_label_ctrl.tif:0117-0832:3,0.615,0.000,0,0,78.565,52.251,78.565,52.251,1.000,0.000,0,1,2,1.000,1.000,1.026
118,2-2_coloc_label_ctrl.tif:0118-0832:4,0.615,99.712,0,255,78.565,52.251,78.597,52.283,1.000,61.350,15555,2,2,1.000,1.000,1.026
119,2-2_coloc_label_ctrl.tif:0119-0397:5,1.515,2.016,0,6,28.826,24.932,28.858,24.964,1.000,3.053,774,1,3,1.000,1.000,1.021
120,2-2_coloc_label_ctrl.tif:0120-0397:6,1.515,0.000,0,0,28.826,24.932,28.826,24.932,1.000,0.000,0,2,3,1.000,1.000,1.021
121,2-2_coloc_label_ctrl.tif:0121-0653:5,1.515,4.367,0,13,30.208,41.010,30.239,41.041,1.000,6.614,1677,1,3,1.000,1.000,1.021
122,2-2_coloc_label_ctrl.tif:0122-0653:6,1.515,0.000,0,0,30.208,41.010,30.208,41.010,1.000,0.000,0,2,3,1.000,1.000,1.021
123,2-2_coloc_label_ctrl.tif:0123-0907:5,2.165,10.332,0,26,31.307,56.993,31.331,57.081,0.936,22.371,5672,1,3,1.559,0.642,1.011
124,2-2_coloc_label_ctrl.tif:0124-0907:6,2.165,0.000,0,0,31.307,56.993,31.307,56.993,0.936,0.000,0,2,3,1.559,0.642,1.011
125,2-2_coloc_label_ctrl.tif:0125-0342:5,1.515,10.750,0,32,39.063,21.478,39.094,21.510,1.000,16.281,4128,1,3,1.000,1.000,1.021
126,2-2_coloc_label_ctrl.tif:0126-0342:6,1.515,0.000,0,0,39.063,21.478,39.063,21.478,1.000,0.000,0,2,3,1.000,1.000,1.021
127,2-2_coloc_label_ctrl.tif:0127-1113:5,1.515,12.766,0,38,42.580,69.899,42.611,69.930,1.000,19.334,4902,1,3,1.000,1.000,1.021
128,2-2_coloc_label_ctrl.tif:0128-1113:6,1.515,0.000,0,0,42.580,69.899,42.580,69.899,1.000,0.000,0,2,3,1.000,1.000,1.021
129,2-2_coloc_label_ctrl.tif:0129-0279:5,1.515,15.117,0,45,48.169,17.522,48.201,17.553,1.000,22.895,5805,1,3,1.000,1.000,1.021
130,2-2_coloc_label_ctrl.tif:0130-0279:6,1.515,0.000,0,0,48.169,17.522,48.169,17.522,1.000,0.000,0,2,3,1.000,1.000,1.021
131,2-2_coloc_label_ctrl.tif:0131-0691:5,1.294,30.284,0,77,50.179,43.428,50.147,43.428,0.993,39.177,9933,1,3,1.042,0.960,1.000
132,2-2_coloc_label_ctrl.tif:0132-0691:6,1.294,0.000,0,0,50.179,43.428,50.179,43.428,0.993,0.000,0,2,3,1.042,0.960,1.000
133,2-2_coloc_label_ctrl.tif:0133-0646:5,1.515,27.883,0,83,52.000,40.570,52.031,40.601,1.000,42.229,10707,1,3,1.000,1.000,1.021
134,2-2_coloc_label_ctrl.tif:0134-0646:6,1.515,0.000,0,0,52.000,40.570,52.000,40.570,1.000,0.000,0,2,3,1.000,1.000,1.021
135,2-2_coloc_label_ctrl.tif:0135-0457:5,1.515,30.234,0,90,56.836,28.701,56.867,28.732,1.000,45.791,11610,1,3,1.000,1.000,1.021
136,2-2_coloc_label_ctrl.tif:0136-0457:6,1.515,0.000,0,0,56.836,28.701,56.836,28.701,1.000,0.000,0,2,3,1.000,1.000,1.021
137,2-2_coloc_label_ctrl.tif:0137-0269:5,1.515,32.250,0,96,57.903,16.894,57.935,16.925,1.000,48.844,12384,1,3,1.000,1.000,1.021
138,2-2_coloc_label_ctrl.tif:0138-0269:6,1.515,0.000,0,0,57.903,16.894,57.903,16.894,1.000,0.000,0,2,3,1.000,1.000,1.021
139,2-2_coloc_label_ctrl.tif:0139-1005:5,1.444,38.418,0,109,63.147,63.116,63.147,63.147,1.000,55.458,14061.000,1,3,1.059,0.944,1.017
140,2-2_coloc_label_ctrl.tif:0140-1005:6,1.444,0.000,0,0,63.147,63.116,63.147,63.116,1.000,0.000,0,2,3,1.059,0.944,1.017
141,2-2_coloc_label_ctrl.tif:0141-0986:5,0.316,2.550,0,102,62.928,61.923,62.990,62.205,1.000,0.805,204,1,3,1.000,1.000,0.952
142,2-2_coloc_label_ctrl.tif:0142-0986:6,0.316,0.000,0,0,62.928,61.923,62.928,61.923,1.000,0.000,0,2,3,1.000,1.000,0.952
143,2-2_coloc_label_ctrl.tif:0143-0606:5,0.489,0.000,0,0,5.275,38.089,5.275,38.089,1.000,0.000,0,1,3,1.071,0.934,1.033
144,2-2_coloc_label_ctrl.tif:0144-0606:6,0.489,2.306,0,143,5.275,38.089,5.307,38.121,1.000,1.128,286,2,3,1.071,0.934,1.033
145,2-2_coloc_label_ctrl.tif:0145-0291:5,0.615,0.000,0,0,20.159,18.275,20.159,18.275,1.000,0.000,0,1,3,1.000,1.000,1.026
146,2-2_coloc_label_ctrl.tif:0146-0291:6,0.615,50.051,0,128,20.159,18.275,20.191,18.307,1.000,30.795,7808,2,3,1.000,1.000,1.026
147,2-2_coloc_label_ctrl.tif:0147-0162:5,0.615,0.000,0,0,21.855,10.174,21.855,10.174,1.000,0.000,0,1,3,1.000,1.000,1.026
148,2-2_coloc_label_ctrl.tif:0148-0162:6,0.615,29.718,0,76,21.855,10.174,21.886,10.205,1.000,18.285,4636,2,3,1.000,1.000,1.026
149,2-2_coloc_label_ctrl.tif:0149-1139:5,0.615,0.000,0,0,26.502,71.531,26.502,71.531,1.000,0.000,0,1,3,1.000,1.000,1.026
150,2-2_coloc_label_ctrl.tif:0150-1139:6,0.615,28.936,0,74,26.502,71.531,26.534,71.563,1.000,17.804,4514,2,3,1.000,1.000,1.026
151,2-2_coloc_label_ctrl.tif:0151-0190:5,0.615,0.000,0,0,26.565,11.932,26.565,11.932,1.000,0.000,0,1,3,1.000,1.000,1.026
152,2-2_coloc_label_ctrl.tif:0152-0190:6,0.615,87.590,0,224,26.565,11.932,26.597,11.964,1.000,53.892,13664,2,3,1.000,1.000,1.026
153,2-2_coloc_label_ctrl.tif:0153-1043:5,0.615,0.000,0,0,29.894,65.502,29.894,65.502,1.000,0.000,0,1,3,1.000,1.000,1.026
154,2-2_coloc_label_ctrl.tif:0154-1043:6,0.615,27.763,0,71,29.894,65.502,29.925,65.534,1.000,17.082,4331,2,3,1.000,1.000,1.026
155,2-2_coloc_label_ctrl.tif:0155-0160:5,0.576,0.000,0,0,36.582,10.048,36.582,10.048,1.000,0.000,0,1,3,1.078,0.928,1.043
156,2-2_coloc_label_ctrl.tif:0156-0160:6,0.576,28.829,0,69,36.582,10.048,36.645,10.080,1.000,16.601,4209,2,3,1.078,0.928,1.043
157,2-2_coloc_label_ctrl.tif:0157-0155:5,0.576,0.000,0,0,37.650,9.734,37.650,9.734,1.000,0.000,0,1,3,1.078,0.928,1.043
158,2-2_coloc_label_ctrl.tif:0158-0155:6,0.576,26.740,0,64,37.650,9.734,37.650,9.766,1.000,15.398,3904,2,3,1.078,0.928,1.043
159,2-2_coloc_label_ctrl.tif:0159-1213:5,0.615,0.000,0,0,39.314,76.179,39.314,76.179,1.000,0.000,0,1,3,1.000,1.000,1.026
160,2-2_coloc_label_ctrl.tif:0160-1213:6,0.615,24.244,0,62,39.314,76.179,39.345,76.210,1.000,14.917,3782,2,3,1.000,1.000,1.026
161,2-2_coloc_label_ctrl.tif:0161-0725:5,0.615,0.000,0,0,39.879,45.531,39.879,45.531,1.000,0.000,0,1,3,1.000,1.000,1.026
162,2-2_coloc_label_ctrl.tif:0162-0725:6,0.615,25.808,0,66,39.879,45.531,39.911,45.563,1.000,15.879,4026,2,3,1.000,1.000,1.026
163,2-2_coloc_label_ctrl.tif:0163-0368:5,0.883,0.000,0,0,49.425,23.111,49.425,23.111,0.972,0.000,0,1,3,1.414,0.707,1.028
164,2-2_coloc_label_ctrl.tif:0164-0368:6,0.883,8.540,0,59,49.425,23.111,49.461,23.139,0.972,7.545,1913,2,3,1.414,0.707,1.028
165,2-2_coloc_label_ctrl.tif:0165-0611:5,0.615,0.000,0,0,50.053,38.372,50.053,38.372,1.000,0.000,0,1,3,1.000,1.000,1.026
166,2-2_coloc_label_ctrl.tif:0166-0611:6,0.615,18.378,0,47,50.053,38.372,50.085,38.403,1.000,11.308,2867,2,3,1.000,1.000,1.026
167,2-2_coloc_label_ctrl.tif:0167-0337:5,0.536,0.000,0,0,51.435,21.164,51.435,21.164,1.000,0.000,0,1,3,1.144,0.874,1.030
168,2-2_coloc_label_ctrl.tif:0168-0337:6,0.536,2.713,0,123,51.435,21.164,51.466,21.196,1.000,1.455,369,2,3,1.144,0.874,1.030
